Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
Apostelgeschichte;Apg;51;20;29;*;"℘ Mt 7,15; Lk 10,3; Joh 10,12"
Apostelgeschichte;Apg;51;20;30;Und selbst aus eurer Mitte werden Männer auftreten, die mit ihren falschen Reden die Jünger auf ihre Seite ziehen.*;
Apostelgeschichte;Apg;51;20;30;*;℘ Gal 4,17
Apostelgeschichte;Apg;51;20;31;Seid also wachsam und denkt daran, dass ich drei Jahre lang Tag und Nacht nicht aufgehört habe, unter Tränen jeden einzelnen zu ermahnen.*;
Apostelgeschichte;Apg;51;20;31;*;"℘ Mk 13,35.37; 2 Kor 2,4; 11,28; 1 Thess 2,11f"
Apostelgeschichte;Apg;51;20;32;Und jetzt vertraue ich euch Gott und dem Wort seiner Gnade an, das die Kraft hat, aufzubauen und das Erbe in der Gemeinschaft der Geheiligten zu verleihen.*;
Apostelgeschichte;Apg;51;20;32;*;℘ 1 Thess 2,13
Apostelgeschichte;Apg;51;20;33;"Silber oder Gold oder Kleider habe ich von keinem verlangt;*";
Apostelgeschichte;Apg;51;20;33;*;"℘ Mt 10,8; 1 Kor 9,12; 1 Sam 12,3"
Apostelgeschichte;Apg;51;20;34;ihr wisst selbst, dass für meinen Unterhalt und den meiner Begleiter diese Hände hier gearbeitet haben.**;
Apostelgeschichte;Apg;51;20;34;*;℘ 2 Kor 2,13
Apostelgeschichte;Apg;51;20;34;*;"℘ 18,3; 1 Kor 4,12; 9,12; 1 Thess 2,9; 2 Thess 3,7-9"
Apostelgeschichte;Apg;51;20;35;In allem habe ich euch gezeigt, dass man sich auf diese Weise abmühen und sich der Schwachen annehmen soll, in Erinnerung an die Worte Jesu, des Herrn, der selbst gesagt hat: Geben ist seliger als nehmen.;
Apostelgeschichte;Apg;51;20;36;Nach diesen Worten kniete er nieder und betete mit ihnen allen.*;
Apostelgeschichte;Apg;51;20;36;*;℘ 21,5
Apostelgeschichte;Apg;51;20;37;"Und alle brachen in lautes Weinen aus, fielen Paulus um den Hals und küssten ihn;**";
Apostelgeschichte;Apg;51;20;37;*;℘ 16,8
Apostelgeschichte;Apg;51;20;37;*;"℘ Röm 16,16; 1 Kor 16,20; 1 Petr 5,14"
Apostelgeschichte;Apg;51;20;38;am meisten schmerzte sie sein Wort, sie würden ihn nicht mehr von Angesicht sehen. Dann begleiteten sie ihn zum Schiff.;
Apostelgeschichte;Apg;51;21;1;Als die Zeit zur Abfahrt gekommen war, trennten wir uns von ihnen, fuhren auf dem kürzesten Weg nach Kos, am anderen Tag nach Rhodos und von dort nach Patara.;
Apostelgeschichte;Apg;51;21;2;"Hier fanden wir ein Schiff, das nach Phönizien fuhr; wir gingen an Bord und fuhren ab.";
Apostelgeschichte;Apg;51;21;3;"Als wir Zypern sichteten, ließen wir es zur Linken liegen, segelten nach Syrien und landeten in Tyrus; hier sollte das Schiff seine Ladung löschen.";
Apostelgeschichte;Apg;51;21;4;Nachdem wir die Jünger ausfindig gemacht hatten, blieben wir sieben Tage bei ihnen. Auf eine Eingebung des Geistes hin warnten sie Paulus davor, nach Jerusalem zu gehen.;
Apostelgeschichte;Apg;51;21;5;Als die Tage um waren, brachen wir zur Weiterreise auf, und alle, auch Frauen und Kinder, begleiteten uns bis vor die Stadt. Am Strand knieten wir nieder, beteten*;
Apostelgeschichte;Apg;51;21;5;*;℘ 20,36
Apostelgeschichte;Apg;51;21;6;"und nahmen Abschied voneinander. Dann gingen wir an Bord; jene aber kehrten nach Hause zurück.";
Apostelgeschichte;Apg;51;21;7;So fuhren wir von Tyrus ab und beendeten unsere Seereise in Ptolemaïs. Wir begrüßten die Brüder und blieben einen Tag bei ihnen.;
Apostelgeschichte;Apg;51;21;8;Am folgenden Tag kamen wir nach Cäsarea. Wir gingen in das Haus des Evangelisten Philippus, der einer von den Sieben war, und blieben bei ihm.*;
Apostelgeschichte;Apg;51;21;8;*;℘ 8,40
Apostelgeschichte;Apg;51;21;9;Er hatte vier Töchter, prophetisch begabte Jungfrauen.*;
Apostelgeschichte;Apg;51;21;9;*;℘ 2,17
Apostelgeschichte;Apg;51;21;10;Wir blieben mehrere Tage. Da kam von Judäa ein Prophet namens Agabus herab*;
Apostelgeschichte;Apg;51;21;10;*;℘ 11,28
Apostelgeschichte;Apg;51;21;11;und besuchte uns. Er nahm den Gürtel des Paulus, band sich Füße und Hände und sagte: So spricht der Heilige Geist: Den Mann, dem dieser Gürtel gehört, werden die Juden in Jerusalem ebenso fesseln und den Heiden ausliefern.*;
Apostelgeschichte;Apg;51;21;11;*;℘ Röm 15,31
Apostelgeschichte;Apg;51;21;12;Als wir das hörten, redeten wir ihm zusammen mit den Einheimischen zu, nicht nach Jerusalem hinaufzuziehen.;
Apostelgeschichte;Apg;51;21;13;Doch Paulus antwortete: Warum weint ihr und macht mir das Herz schwer? Ich bin bereit, mich in Jerusalem für den Namen Jesu, des Herrn, fesseln zu lassen und sogar zu sterben.;
Apostelgeschichte;Apg;51;21;14;Da er sich nicht überreden ließ, gaben wir nach und sagten: Der Wille des Herrn geschehe.;
Apostelgeschichte;Apg;51;21;15;Nach diesen Tagen bereiteten wir uns zur Reise vor und zogen hinauf nach Jerusalem.;
Apostelgeschichte;Apg;51;21;16;"Auch einige Jünger aus Cäsarea begleiteten uns und brachten uns zu einem gewissen Mnason aus Zypern, bei dem wir wohnen sollten; er war ein Jünger aus der Anfangszeit.";
Apostelgeschichte;Apg;51;21;17;Als wir nach Jerusalem kamen, wurden wir von den Brüdern freudig empfangen.;
Apostelgeschichte;Apg;51;21;18;"Am folgenden Tag ging Paulus mit uns zu Jakobus; auch alle Ältesten fanden sich ein.*";
Apostelgeschichte;Apg;51;21;18;*;"℘ 15,13; Gal 1,19"
Apostelgeschichte;Apg;51;21;19;Er begrüßte sie und berichtete im einzelnen alles, was Gott durch seinen Dienst unter den Heiden getan hatte.;
Apostelgeschichte;Apg;51;21;20;Als sie das hörten, priesen sie Gott und sagten zu ihm: Du siehst, Bruder, wie viele Tausende unter den Juden gläubig geworden sind, und sie alle sind Eiferer für das Gesetz.;
Apostelgeschichte;Apg;51;21;21;Nun hat man ihnen von dir erzählt: Du lehrst alle unter den Heiden lebenden Juden, von Mose abzufallen, und forderst sie auf, ihre Kinder nicht zu beschneiden und sich nicht an die Bräuche zu halten.*;
Apostelgeschichte;Apg;51;21;21;*;"℘ 18,13; Gal 3,25"
Apostelgeschichte;Apg;51;21;22;Was nun? Sicher werden sie hören, dass du gekommen bist.;
Apostelgeschichte;Apg;51;21;23;Tu also, was wir dir sagen: Bei uns sind vier Männer, die ein Gelübde auf sich genommen haben.;
Apostelgeschichte;Apg;51;21;24;"Nimm sie mit und weihe dich zusammen mit ihnen; trag die Kosten für sie, damit sie sich das Haar abscheren lassen können. So wird jeder einsehen, dass an dem, was man von dir erzählt hat, nichts ist, sondern dass auch du das Gesetz genau beachtest.*";
Apostelgeschichte;Apg;51;21;24;*;"℘ 1 Kor 9,19-23; 10,32f"
Apostelgeschichte;Apg;51;21;25;Über die gläubig gewordenen Heiden aber haben wir ja einen Beschluss gefasst und ihnen geschrieben, sie sollten sich vor Götzenopferfleisch, Blut, Ersticktem und Unzucht hüten.**;
Apostelgeschichte;Apg;51;21;25;*;℘ 15,20.29
Apostelgeschichte;Apg;51;21;25;*;Vgl. die Anmerkung zu 15,20.
Apostelgeschichte;Apg;51;21;26;Da nahm Paulus die Männer mit und weihte sich am nächsten Tag zusammen mit ihnen, ging dann in den Tempel und meldete das Ende der Weihetage an, damit für jeden von ihnen das Opfer dargebracht werde.*;
Apostelgeschichte;Apg;51;21;26;*;"℘ Num 6,1-20; 1 Kor 9,20"
Apostelgeschichte;Apg;51;21;27;Als die sieben Tage zu Ende gingen, sahen ihn die Juden aus der Provinz Asien im Tempel. Sie brachten das ganze Volk in Aufruhr, ergriffen ihn;
Apostelgeschichte;Apg;51;21;28;"und schrien: Israeliten! Kommt zu Hilfe! Das ist der Mensch, der in aller Welt Lehren verbreitet, die sich gegen das Volk und das Gesetz und gegen diesen Ort richten; er hat sogar Griechen in den Tempel mitgenommen und diesen heiligen Ort entweiht.**";
Apostelgeschichte;Apg;51;21;28;*;"℘ 6,13; 18,13"
Apostelgeschichte;Apg;51;21;28;*;28f: Heiden in die inneren, den Juden vorbehaltenen Vorhöfe des Tempels mitzunehmen, war bei Todesstrafe verboten.
Apostelgeschichte;Apg;51;21;29;Sie hatten nämlich kurz zuvor den Epheser Trophimus mit ihm zusammen in der Stadt gesehen und meinten, Paulus habe ihn in den Tempel mitgenommen.*;
Apostelgeschichte;Apg;51;21;29;*;"℘ 20,4; 2 Tim 4,20"
Apostelgeschichte;Apg;51;21;30;Da geriet die ganze Stadt in Aufregung und das Volk lief zusammen. Sie ergriffen Paulus und zerrten ihn aus dem Tempel und sofort wurden die Tore geschlossen.;
Apostelgeschichte;Apg;51;21;31;Schon wollten sie ihn umbringen, da brachte man dem Obersten der Kohorte die Meldung hinauf: Ganz Jerusalem ist in Aufruhr!;
Apostelgeschichte;Apg;51;21;32;Er eilte sofort mit Soldaten und Hauptleuten zu ihnen hinunter. Als sie den Obersten und die Soldaten sahen, hörten sie auf, Paulus zu schlagen.;
Apostelgeschichte;Apg;51;21;33;Der Oberst trat hinzu, verhaftete ihn, ließ ihn mit zwei Ketten fesseln und fragte, wer er sei und was er getan habe.*;
Apostelgeschichte;Apg;51;21;33;*;"℘ 20,23; 21,11"
Apostelgeschichte;Apg;51;21;34;In der Menge schrien die einen dies, die andern das. Da er bei dem Lärm nichts Sicheres ermitteln konnte, befahl er, ihn in die Kaserne zu führen.;
Apostelgeschichte;Apg;51;21;35;Als Paulus an die Freitreppe kam, mussten ihn die Soldaten wegen des Andrangs der Menge tragen.;
Apostelgeschichte;Apg;51;21;36;Denn das Volk lief hinterher und schrie: Weg mit ihm!;
Apostelgeschichte;Apg;51;21;37;Als man Paulus in die Kaserne bringen wollte, sagte er zum Obersten: Darf ich ein Wort mit dir reden? Der antwortete: Du verstehst Griechisch?;
Apostelgeschichte;Apg;51;21;38;Dann bist du also nicht der Ägypter, der vor einiger Zeit die viertausend Sikarier aufgewiegelt und in die Wüste hinausgeführt hat?*;
Apostelgeschichte;Apg;51;21;38;*;«Sikarier» (Dolchmänner) waren jüdische Freiheitskämpfer.
Apostelgeschichte;Apg;51;21;39;Paulus antwortete: Ich bin ein Jude aus Tarsus in Zilizien, Bürger einer nicht unbedeutenden Stadt. Ich bitte dich, gestatte mir, zum Volk zu sprechen.**;
Apostelgeschichte;Apg;51;21;39;*;℘ 20,23
Apostelgeschichte;Apg;51;21;39;*;℘ 9,11
Apostelgeschichte;Apg;51;21;40;Als der Oberst es erlaubte, stellte sich Paulus auf die Freitreppe und gab dem Volk mit der Hand ein Zeichen. Alles wurde still und er redete sie in Hebräischer Sprache an:;
Apostelgeschichte;Apg;51;22;1;Brüder und Väter! Hört, was ich euch zu meiner Verteidigung zu sagen habe.;
Apostelgeschichte;Apg;51;22;2;Als sie hörten, dass er in Hebräischer Sprache zu ihnen redete, waren sie noch ruhiger. Und er sagte:;
Apostelgeschichte;Apg;51;22;3;Ich bin ein Jude, geboren in Tarsus in Zilizien, hier in dieser Stadt erzogen, zu Füßen Gamaliëls genau nach dem Gesetz der Väter ausgebildet, ein Eiferer für Gott, wie ihr alle es heute seid.*;
Apostelgeschichte;Apg;51;22;3;*;"℘ (3-21) 9,1-29; 26,9-23; 5,34; 2 Kor 11,22; Phil 3,5; Röm 10,2; Gal 1,14"
Apostelgeschichte;Apg;51;22;4;Ich habe den (neuen) Weg bis auf den Tod verfolgt, habe Männer und Frauen gefesselt und in die Gefängnisse eingeliefert.*;
Apostelgeschichte;Apg;51;22;4;*;℘ 8,3
Apostelgeschichte;Apg;51;22;5;Das bezeugen mir der Hohepriester und der ganze Rat der Ältesten. Von ihnen erhielt ich auch Briefe an die Brüder und zog nach Damaskus, um dort ebenfalls die Anhänger (der neuen Lehre) zu fesseln und zur Bestrafung nach Jerusalem zu bringen.;
Apostelgeschichte;Apg;51;22;6;Als ich nun unterwegs war und mich Damaskus näherte, da geschah es, dass mich um die Mittagszeit plötzlich vom Himmel her ein helles Licht umstrahlte.;
Apostelgeschichte;Apg;51;22;7;Ich stürzte zu Boden und hörte eine Stimme zu mir sagen: Saul, Saul, warum verfolgst du mich?;
Apostelgeschichte;Apg;51;22;8;Ich antwortete: Wer bist du, Herr? Er sagte zu mir: Ich bin Jesus, der Nazoräer, den du verfolgst.;
Apostelgeschichte;Apg;51;22;9;Meine Begleiter sahen zwar das Licht, die Stimme dessen aber, der zu mir sprach, hörten sie nicht.;
Apostelgeschichte;Apg;51;22;10;Ich sagte: Herr, was soll ich tun? Der Herr antwortete: Steh auf, und geh nach Damaskus, dort wird dir alles gesagt werden, was du nach Gottes Willen tun sollst.;
Apostelgeschichte;Apg;51;22;11;Da ich aber vom Glanz jenes Lichtes geblendet war, sodass ich nicht mehr sehen konnte, wurde ich von meinen Begleitern an der Hand geführt und gelangte so nach Damaskus.;
Apostelgeschichte;Apg;51;22;12;Ein gewisser Hananias, ein frommer und gesetzestreuer Mann, der bei allen Juden dort in gutem Ruf stand,;
Apostelgeschichte;Apg;51;22;13;kam zu mir, trat vor mich und sagte: Bruder Saul, du sollst wieder sehen! Und im gleichen Augenblick konnte ich ihn sehen.;
Apostelgeschichte;Apg;51;22;14;"Er sagte: Der Gott unserer Väter hat dich dazu erwählt, seinen Willen zu erkennen, den Gerechten zu sehen und die Stimme seines Mundes zu hören;";
Apostelgeschichte;Apg;51;22;15;denn du sollst vor allen Menschen sein Zeuge werden für das, was du gesehen und gehört hast.;
Apostelgeschichte;Apg;51;22;16;Was zögerst du noch? Steh auf, lass dich taufen und deine Sünden abwaschen und rufe seinen Namen an!;
Apostelgeschichte;Apg;51;22;17;Als ich später nach Jerusalem zurückgekehrt war und im Tempel betete, da geriet ich in eine Verzückung.*;
Apostelgeschichte;Apg;51;22;17;*;"℘ 9,26; Gal 1,18f"
Apostelgeschichte;Apg;51;22;18;"Und ich sah ihn, wie er zu mir sagte: Beeil dich, verlasse sofort Jerusalem; denn sie werden dein Zeugnis über mich nicht annehmen.";
Apostelgeschichte;Apg;51;22;19;Da sagte ich: Herr, sie wissen doch, dass ich es war, der deine Gläubigen ins Gefängnis werfen und in den Synagogen auspeitschen ließ.*;
Apostelgeschichte;Apg;51;22;19;*;℘ 22,4
Apostelgeschichte;Apg;51;22;20;"Auch als das Blut deines Zeugen Stephanus vergossen wurde, stand ich dabei; ich stimmte zu und passte auf die Kleider derer auf, die ihn umbrachten.*";
Apostelgeschichte;Apg;51;22;20;*;"℘ 7,58; 8,1"
Apostelgeschichte;Apg;51;22;21;Aber er sagte zu mir: Brich auf, denn ich will dich in die Ferne zu den Heiden senden.*;
Apostelgeschichte;Apg;51;22;21;*;"℘ 9,15; 13,2; 26,16-18; Röm 1,5; Gal 2,7"
Apostelgeschichte;Apg;51;22;22;Bis zu diesem Wort hörten sie ihm zu, dann fingen sie an zu schreien: Weg mit so einem Menschen! Er darf nicht am Leben bleiben.*;
Apostelgeschichte;Apg;51;22;22;*;℘ 1 Kor 4,13
Apostelgeschichte;Apg;51;22;23;Sie lärmten, zerrissen ihre Kleider und warfen Staub in die Luft.;
Apostelgeschichte;Apg;51;22;24;Da befahl der Oberst, ihn in die Kaserne zu führen, und ordnete an, ihn unter Geißelschlägen zu verhören. Auf diese Weise wollte er herausfinden, warum sie derart gegen ihn tobten.;
Apostelgeschichte;Apg;51;22;25;Als sie ihn aber für die Geißelung festbanden, sagte Paulus zu dem Hauptmann, der dabeistand: Dürft ihr jemand, der das römische Bürgerrecht besitzt, geißeln, noch dazu ohne Verurteilung?*;
Apostelgeschichte;Apg;51;22;25;*;"℘ 16,37; 23,27"
Apostelgeschichte;Apg;51;22;26;Als der Hauptmann das hörte, ging er zum Obersten, meldete es und sagte: Was hast du vor? Der Mann ist ein Römer.;
Apostelgeschichte;Apg;51;22;27;Der Oberst kam zu Paulus und fragte ihn: Sag mir, bist du ein Römer? Er antwortete: Ja.;
Apostelgeschichte;Apg;51;22;28;Da antwortete der Oberst: Ich habe für dieses Bürgerrecht ein Vermögen gezahlt. Paulus sagte: Ich bin sogar als Römer geboren.;
Apostelgeschichte;Apg;51;22;29;Sofort ließen die, die ihn verhören sollten, von ihm ab. Und der Oberst erschrak, als er erfuhr, dass es ein Römer war, den er hatte fesseln lassen.**;
Apostelgeschichte;Apg;51;22;29;*;"℘ 7,2; 13,26"
Apostelgeschichte;Apg;51;22;29;*;℘ 16,38f
Apostelgeschichte;Apg;51;22;30;Weil er genau wissen wollte, was die Juden ihm vorwarfen, ließ er ihn am nächsten Tag aus dem Gefängnis holen und befahl, die Hohenpriester und der ganze Hohe Rat sollten sich versammeln. Und er ließ Paulus hinunterführen und ihnen gegenüberstellen.;
Apostelgeschichte;Apg;51;23;1;Paulus schaute mit festem Blick auf den Hohen Rat und sagte: Brüder! Bis zum heutigen Tag lebe ich vor Gott mit völlig reinem Gewissen.;
Apostelgeschichte;Apg;51;23;2;Der Hohepriester Hananias aber befahl denen, die bei ihm standen, ihn auf den Mund zu schlagen.;
Apostelgeschichte;Apg;51;23;3;Da sagte Paulus zu ihm: Dich wird Gott schlagen, du übertünchte Wand! Du sitzt hier, um mich nach dem Gesetz zu richten, und entgegen dem Gesetz befiehlst du, mich zu schlagen?*;
Apostelgeschichte;Apg;51;23;3;*;"℘ Mt 23,27; Lev 19,15"
Apostelgeschichte;Apg;51;23;4;Die Umstehenden sagten: Du wagst es, den Hohenpriester Gottes zu schmähen?;
Apostelgeschichte;Apg;51;23;5;Paulus antwortete: Ich wusste nicht, Brüder, dass er der Hohepriester ist. Denn es heißt in der Schrift: [Einen Fürsten deines Volkes sollst du nicht verfluchen.]*;
Apostelgeschichte;Apg;51;23;5;*;℘ Ex 22,27
Apostelgeschichte;Apg;51;23;6;"Da Paulus aber wusste, dass der eine Teil zu den Sadduzäern, der andere zu den Pharisäern gehörte, rief er vor dem Hohen Rat aus: Brüder, ich bin Pharisäer und ein Sohn von Pharisäern; wegen der Hoffnung und wegen der Auferstehung der Toten stehe ich vor Gericht.**";
Apostelgeschichte;Apg;51;23;6;*;"℘ 4,2; 22,3; 26,5"
Apostelgeschichte;Apg;51;23;6;*;Paulus gibt zu verstehen, dass die christliche Auferstehungshoffnung mit der Erwartung der Pharisäer übereinstimmt.
Apostelgeschichte;Apg;51;23;7;Als er das sagte, brach ein Streit zwischen den Pharisäern und den Sadduzäern aus, und die Versammlung spaltete sich.;
Apostelgeschichte;Apg;51;23;8;Die Sadduzäer behaupten nämlich, es gebe weder eine Auferstehung noch Engel noch Geister, die Pharisäer dagegen bekennen sich zu all dem.*;
Apostelgeschichte;Apg;51;23;8;*;"℘ Lk 20,27; Mt 22,23"
Apostelgeschichte;Apg;51;23;9;Es erhob sich ein lautes Geschrei und einige Schriftgelehrte aus dem Kreis der Pharisäer standen auf und verfochten ihre Ansicht. Sie sagten: Wir finden nichts Schlimmes an diesem Menschen. Vielleicht hat doch ein Geist oder ein Engel zu ihm gesprochen.;
Apostelgeschichte;Apg;51;23;10;Als der Streit heftiger wurde, befürchtete der Oberst, sie könnten Paulus zerreißen. Daher ließ er die Wachtruppe herabkommen, ihn mit Gewalt aus ihrer Mitte herausholen und in die Kaserne bringen.;
Apostelgeschichte;Apg;51;23;11;In der folgenden Nacht aber trat der Herr zu Paulus und sagte: Hab Mut! Denn so wie du in Jerusalem meine Sache bezeugt hast, sollst du auch in Rom Zeugnis ablegen.*;
Apostelgeschichte;Apg;51;23;11;*;"℘ 18,9; 19,21; 27,24; 28,23.31"
Apostelgeschichte;Apg;51;23;12;Nach Tagesanbruch rotteten sich die Juden zusammen und schworen einen heiligen Eid, weder zu essen noch zu trinken, bis sie Paulus getötet hätten.;
Apostelgeschichte;Apg;51;23;13;An dieser Verschwörung waren mehr als vierzig Männer beteiligt.;
Apostelgeschichte;Apg;51;23;14;Sie gingen zu den Hohenpriestern und den Ältesten und sagten: Wir haben mit einem heiligen Eid geschworen, nichts zu essen, bis wir Paulus getötet haben.;
Apostelgeschichte;Apg;51;23;15;"Geht also jetzt zusammen mit dem Hohen Rat zum Obersten und bittet ihn, Paulus zu euch herunterzuführen, da ihr den Fall noch genauer untersuchen wollt; wir aber halten uns bereit, um ihn, noch bevor er hierher kommt, umzubringen.";
Apostelgeschichte;Apg;51;23;16;Der Neffe des Paulus, der Sohn seiner Schwester, erfuhr jedoch von dem Anschlag. Er ging in die Kaserne und verständigte Paulus.;
Apostelgeschichte;Apg;51;23;17;Paulus ließ einen der Hauptleute rufen und sagte: Bring diesen jungen Mann zum Obersten, denn er hat ihm etwas zu melden.;
Apostelgeschichte;Apg;51;23;18;Der nahm ihn mit sich, brachte ihn zum Obersten und sagte: Der Gefangene Paulus hat mich gerufen und gebeten, diesen jungen Mann zu dir zu führen, da er dir etwas mitzuteilen habe.;
Apostelgeschichte;Apg;51;23;19;Der Oberst fasste ihn bei der Hand, nahm ihn beiseite und fragte: Was hast du mir zu melden?;
Apostelgeschichte;Apg;51;23;20;Er antwortete: Die Juden haben verabredet, dich zu bitten, du mögest morgen den Paulus vor den Hohen Rat hinunterführen lassen. Angeblich wollen sie Genaueres über ihn erfahren.;
